ChallengesID,CourseTitle,Challenge_Item_Id,LessonTitle,LessonOrder,Challenge_AssignID,BlockOrder,BlockType,BlockTitle,Challenge_componentID,ComponentOrder,ComponentType,details
2,Not Enough Needles?,7,Easy Solutions,2,73,3,Video,Half Circular Knitting with the Ribber,757,2,Video,"<wddxPacket version='1.0'><header/><data><struct ><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,EXAMPLE_LENGTH,VIMEOID</string></var><var name='CHALLENGE_ASSIGNID'><string>73</string></var><var name='VIMEOID'><string>151859462|Half Circular U-Knitting</string></var><var name='EXAMPLE_LENGTH'><string>10</string></var><var name='TYPEOF'><string>Video</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,7,Easy Solutions,2,253,4,Practice,Half Circular Practice,766,1,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='HTMLCONTENT'><string>&lt;b&gt;Practice:&lt;/b&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>If you have a ribber, following the video and your manual cast on 30 stitches on each bed and set your machine to knit half tubular (U knitting).&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>Once you get in the rhythm, the knitting isn't difficult and the advantage is a wide piece of knitting with no seams.&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>&lt;div class=""col-md-8 col-xs-12""&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>&lt;img class=""img-thumbnail"" src=""http://www.knititnow.com/challenge/images/not_enough_needles/half1.jpg""&gt;<char code='0d'/><char code='0a'/>&lt;/div&gt;</string></var><var name='CHALLENGE_COMPONENTID'><string>766</string></var><var name='CHALLENGE_ASSIGNID'><string>253</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,HTMLCONTENT</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,7,Easy Solutions,2,253,4,Practice,Half Circular Practice,767,2,ImageUpload,"<wddxPacket version='1.0'><header/><data><struct ><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,ACTION,QTY,BUTTONLABLE,SUCCESSMESSAGE</string></var><var name='SUCCESSMESSAGE'><string>Got it!</string></var><var name='ACTION'><string>halfCircSwatch</string></var><var name='TYPEOF'><string>ImageUpload</string></var><var name='CHALLENGE_ASSIGNID'><string>253</string></var><var name='BUTTONLABLE'><string>Upload Photos of your Practice Swatches&lt;br&gt;&lt;small&gt;They will be included in your Course Binder&lt;/small&gt;</string></var><var name='QTY'><string>2</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,64,Decorative Seams,25,250,1,Video,Hairpin Lace Seam,758,1,Video,"<wddxPacket version='1.0'><header/><data><struct ><var name='VIMEOID'><string>151856969|Hairpin Lace Seam</string></var><var name='CHALLENGE_ASSIGNID'><string>250</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,EXAMPLE_LENGTH,VIMEOID</string></var><var name='TYPEOF'><string>Video</string></var><var name='EXAMPLE_LENGTH'><string>10</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,64,Decorative Seams,25,257,2,Practice,Hairpin Lace Practice,783,1,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='HTMLCONTENT'><string>Follow the video to create 2 swatches that you will join with a hairpin seam.  It is helpful to use a contrasting color for each swatch, making it easier to work the join until you get the hang of it.&lt;br&gt;&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;blockquote class=""smallblock""&gt;&lt;small&gt;Stitches and rows shown are for standard machine &lt;em&gt;(Mid-gauge/bulky)&lt;/em&gt;&lt;/small&gt;&lt;/blockquote&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>&lt;b&gt;Swatch 1:&lt;/b&gt;<char code='0d'/><char code='0a'/>&lt;ul&gt;<char code='0d'/><char code='0a'/>&lt;li&gt;Cast on 60 &lt;em&gt;(30)&lt;/em&gt; needles&lt;/li&gt;<char code='0d'/><char code='0a'/>&lt;Li&gt;On the RIGHT side, leave a needle out of work as indicated in the video&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;img src=""http://www.knititnow.com/challenge/images/not_enough_needles/left.png""&gt;<char code='0d'/><char code='0a'/>&lt;/li&gt;<char code='0d'/><char code='0a'/>&lt;/ul&gt;<char code='0d'/><char code='0a'/>&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;b&gt;Swatch 2:&lt;/b&gt;<char code='0d'/><char code='0a'/>&lt;ul&gt;<char code='0d'/><char code='0a'/>&lt;li&gt;Cast on 60 &lt;em&gt;(30)&lt;/em&gt; needles, on the LEFT side, leave a needle out of work as indicated in the video&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;img src=""http://www.knititnow.com/challenge/images/not_enough_needles/right.png""&gt;<char code='0d'/><char code='0a'/>&lt;/li&gt;<char code='0d'/><char code='0a'/>&lt;/ul&gt;<char code='0d'/><char code='0a'/>Join the swatches following the video taking care to catch all strands and secure the stitches at the end.<char code='0d'/><char code='0a'/>&lt;br&gt;<char code='0d'/><char code='0a'/>Does your swatch look like ours?&lt;br&gt;&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;div class=""row""&gt;<char code='0d'/><char code='0a'/>&lt;div class=""col-md-4 col-xs-12""&gt;&lt;img class=""img-thumbnail"" src=""http://www.knititnow.com/challenge/images/not_enough_needles/hairpin_intro.jpg""&gt;&lt;/div&gt;&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;/div&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>&lt;b&gt;TIP:&lt;/b&gt;&lt;br&gt;Use this join to create belts and straps.  Knit a single piece, leaving a needle out of work on each edge.  Fold the band in half and work the Hairpin Lace technique to join.<char code='0d'/><char code='0a'/>&lt;div class=""col-md-4 col-xs-12""&gt;<char code='0d'/><char code='0a'/>&lt;img class=""img-thumbnail"" src=""http://www.knititnow.com/challenge/images/not_enough_needles/belt.jpg""&gt;&lt;/div&gt;</string></var><var name='CHALLENGE_ASSIGNID'><string>257</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,HTMLCONTENT</string></var><var name='CHALLENGE_COMPONENTID'><string>783</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,64,Decorative Seams,25,257,2,Practice,Hairpin Lace Practice,784,2,ImageUpload,"<wddxPacket version='1.0'><header/><data><struct ><var name='TYPEOF'><string>ImageUpload</string></var><var name='CHALLENGE_ASSIGNID'><string>257</string></var><var name='BUTTONLABLE'><string>Upload Photos of your Practice Swatches&lt;br&gt;&lt;small&gt;They will be included in your Course Binder&lt;/small&gt;</string></var><var name='SUCCESSMESSAGE'><string>Got it!</string></var><var name='QTY'><string>2</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,ACTION,QTY,BUTTONLABLE,SUCCESSMESSAGE</string></var><var name='ACTION'><string>hairpin_swatch</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,64,Decorative Seams,25,255,3,Video,Show off Seams,771,1,Video,"<wddxPacket version='1.0'><header/><data><struct ><var name='TYPEOF'><string>Video</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,EXAMPLE_LENGTH,VIMEOID</string></var><var name='CHALLENGE_ASSIGNID'><string>255</string></var><var name='EXAMPLE_LENGTH'><string>10</string></var><var name='VIMEOID'><string>151858984|Show off Seams</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,64,Decorative Seams,25,258,4,Practice,Show off Seams Practice,786,1,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='CHALLENGE_ASSIGNID'><string>258</string></var><var name='HTMLCONTENT'><string>&lt;center&gt;&lt;img src=""http://www.knititnow.com/challenge/images/practice_makes_perfect.png""&gt;&lt;/center&gt;&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>Choose  your favorite technique from the video and knit 2 swatches, working the seam as shown.&lt;br&gt;&lt;br&gt;The more you practice, the more likely you will remember to use these techniques to create your own designs.<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/></string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,HTMLCONTENT</string></var><var name='CHALLENGE_COMPONENTID'><string>786</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,64,Decorative Seams,25,258,4,Practice,Show off Seams Practice,785,2,ImageUpload,"<wddxPacket version='1.0'><header/><data><struct ><var name='ACTION'><string>show_off_swatch</string></var><var name='SUCCESSMESSAGE'><string>Got it!</string></var><var name='BUTTONLABLE'><string>Upload Photos of your Practice Swatches&lt;br&gt;&lt;small&gt;They will be included in your Course Binder&lt;/small&gt;</string></var><var name='CHALLENGE_ASSIGNID'><string>258</string></var><var name='QTY'><string>2</string></var><var name='TYPEOF'><string>ImageUpload</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,ACTION,QTY,BUTTONLABLE,SUCCESSMESSAGE</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,64,Decorative Seams,25,256,5,Video,Twisted Join,775,1,Video,"<wddxPacket version='1.0'><header/><data><struct ><var name='TYPEOF'><string>Video</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,EXAMPLE_LENGTH,VIMEOID</string></var><var name='CHALLENGE_ASSIGNID'><string>256</string></var><var name='EXAMPLE_LENGTH'><string>10</string></var><var name='VIMEOID'><string>151859092|Twisted Join</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,64,Decorative Seams,25,259,6,Practice,Twisted Join Practice,788,1,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,HTMLCONTENT</string></var><var name='TYPEOF'><string>HTML</string></var><var name='CHALLENGE_ASSIGNID'><string>259</string></var><var name='HTMLCONTENT'><string>Following the instruction in the video, practice the Twisted Join technique yourself.&lt;br&gt;<char code='0d'/><char code='0a'/>It knits up quickly and is easier than the Hairpin Lace technique.  The join has a cable appearance that is attractive when both pieces are knit in the same color or in contrasting colors.</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,64,Decorative Seams,25,259,6,Practice,Twisted Join Practice,787,2,ImageUpload,"<wddxPacket version='1.0'><header/><data><struct ><var name='CHALLENGE_ASSIGNID'><string>259</string></var><var name='CHALLENGE_COMPONENTID'><string>787</string></var><var name='QTY'><string>2</string></var><var name='ACTION'><string>Twistedjoin_swatch</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,ACTION,QTY,BUTTONLABLE,SUCCESSMESSAGE</string></var><var name='BUTTONLABLE'><string>Upload Photos of your Practice Swatches&lt;br&gt;&lt;small&gt;They will be included in your Course Binder&lt;/small&gt;</string></var><var name='SUCCESSMESSAGE'><string>Got it!</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,65,Sew as you go,31,251,1,Video,Seam as you go,761,1,Video,"<wddxPacket version='1.0'><header/><data><struct ><var name='CHALLENGE_ASSIGNID'><string>251</string></var><var name='EXAMPLE_LENGTH'><string>10</string></var><var name='TYPEOF'><string>Video</string></var><var name='VIMEOID'><string>151856919|Join (Sew) As You Go</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,EXAMPLE_LENGTH,VIMEOID</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,65,Sew as you go,31,251,1,Video,Seam as you go,789,2,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='HTMLCONTENT'><string>&lt;br&gt;&lt;br&gt;</string></var><var name='TYPEOF'><string>HTML</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,HTMLCONTENT</string></var><var name='CHALLENGE_ASSIGNID'><string>251</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,65,Sew as you go,31,251,1,Video,Seam as you go,762,3,Video,"<wddxPacket version='1.0'><header/><data><struct ><var name='TYPEOF'><string>Video</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,EXAMPLE_LENGTH,VIMEOID</string></var><var name='CHALLENGE_ASSIGNID'><string>251</string></var><var name='VIMEOID'><string>169798401|Sew-as-you-go Tricks</string></var><var name='EXAMPLE_LENGTH'><string>10</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,65,Sew as you go,31,260,2,HTML,You HAVE to try this!,790,1,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,HTMLCONTENT</string></var><var name='CHALLENGE_COMPONENTID'><string>790</string></var><var name='CHALLENGE_ASSIGNID'><string>260</string></var><var name='HTMLCONTENT'><string>&lt;div class=""row""&gt;<char code='0d'/><char code='0a'/>&lt;div class=""col-md-6 col-xs-12""&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>If you have never tried Sew-as-you-go, please take time to try the technique.  Not only is it good for joining panels, you will find many other uses. Often socks knit on the flatbed knitting machine are seamed using this method. &lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>It's a neat, attractive, strong seam, that SAVES TIME!&lt;BR&gt;<char code='0d'/><char code='0a'/>&lt;br&gt;Follow the video as you are practicing. Use light color yarn (and contrasting colors if possible) so you can see the formation of the sew-as-you-go stitches.&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;b&gt;Swatch 1:&lt;/b&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>Knit a small swatch or use the edge of a previously knit swatch for this sample.&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;b&gt;Swatch 2:&lt;/b&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;ul&gt;<char code='0d'/><char code='0a'/>&lt;Li&gt;Cast on a new swatch&lt;/li&gt;<char code='0d'/><char code='0a'/>&lt;li&gt;On the side opposite the carriage pick up and hang the cast on edge stitch of Swatch 1. Be sure to have the Private/wrong side of Swatch 1 facing you. (purl side facing on both pieces)&lt;/li&gt;<char code='0d'/><char code='0a'/>&lt;li&gt;Be sure to hang the stitch from swatch one ON THE SAME NEEDLE as the end needle of Swatch 2.  Don't increase, double up the stitches as you join to create the seam.&lt;/li&gt;<char code='0d'/><char code='0a'/>&lt;li&gt;To reduce bulk,  pick up a single strand (one leg) of the edge stitch&lt;/li&gt;<char code='0d'/><char code='0a'/>&lt;li&gt;Knit across and back (carriage is on the opposite side of the seam)&lt;/li&gt;<char code='0d'/><char code='0a'/>&lt;li&gt;Continue picking up stitches from Swatch 1 as you knit Swatch 2&lt;/li&gt;<char code='0d'/><char code='0a'/>&lt;/ul&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;b&gt;TIP:&lt;/B&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>Placing yarn markers at regular intervals can be helpful in seaming with any method. For example, as you are knitting the first piece place a yarn marker along the edges every 10, 20 or 25 rows (whatever interval you will remember).&lt;br&gt;<char code='0d'/><char code='0a'/>As you knit the second piece and sew-as-you-go, the markers will help you match the rows of both pieces perfectly.<char code='0d'/><char code='0a'/>&lt;/div&gt;<char code='0d'/><char code='0a'/>&lt;div class=""col-md-4 col-xs-12""&gt;&lt;img class=""img-thumbnail"" src=""http://www.knititnow.com/challenge/images/not_enough_needles/sew_You_go2.png""&gt;&lt;/div&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/></string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,65,Sew as you go,31,260,2,HTML,You HAVE to try this!,791,2,ImageUpload,"<wddxPacket version='1.0'><header/><data><struct ><var name='SUCCESSMESSAGE'><string>Got it!</string></var><var name='QTY'><string>2</string></var><var name='TYPEOF'><string>ImageUpload</string></var><var name='BUTTONLABLE'><string>Upload Photos of your Practice Swatches&lt;br&gt;&lt;small&gt;They will be included in your Course Binder&lt;/small&gt;</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,ACTION,QTY,BUTTONLABLE,SUCCESSMESSAGE</string></var><var name='CHALLENGE_ASSIGNID'><string>260</string></var><var name='ACTION'><string>sewasyougo_swatch</string></var></struct></data></wddxPacket>"
2,Not Enough Needles?,5,Pattern Hacking Practice,70,74,1,Document,Pattern Hacking Practice,792,2,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,HTMLCONTENT</string></var><var name='CHALLENGE_ASSIGNID'><string>74</string></var><var name='CHALLENGE_COMPONENTID'><string>792</string></var><var name='HTMLCONTENT'><string>&lt;center&gt;&lt;img src=""http://kin.knititnow.com/wp-content/uploads/2017/03/Not_enough_pinterest-300x168.jpg""&gt;&lt;/center&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;p&gt;Just because a pattern tells us to cast on the entire width of the back of a sweater, doesn't mean we have to do that.  Often with Knit it Now Dynamic Patterns, you will be instructed to cast on more stitches than you have available. (The engine does it's math thing, but doesn't know how many needles you have available.)&lt;br&gt;&lt;br&gt;As shown in the previous ""Not Enough Needles II"" video, we have options for adding seams.&lt;/p&gt;<char code='0d'/><char code='0a'/>&lt;p&gt;Let's do a little math and explore 5 possibilities.&lt;/p&gt;</string></var></struct></data></wddxPacket>"
